f1,success,precision,recall,map_condition,submission_mode,model_short,log_codebase_size,codebase_size,issue_id,repo,issue_idx,rep,turns_used,hit_turn_cap,total_input_tokens,total_output_tokens,total_cost,wall_time_seconds
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,9.61953186182516,15056,localstack/19,localstack,19,2,17,0,53688,3067,0.004215,28.94
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,9.61953186182516,15056,localstack/19,localstack,19,3,9,0,57748,1325,0.004557,14.52
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,10.563155506021905,38683,localstack/2,localstack,2,1,22,0,233932,5913,0.011715,55.1
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,10.563155506021905,38683,localstack/2,localstack,2,2,11,0,88080,2522,0.006284,37.35
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,10.563155506021905,38683,localstack/2,localstack,2,3,17,0,173581,3204,0.008945,47.45
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.860214640302662,19153,localstack/9,localstack,9,1,18,0,211102,16491,0.02044,135.95
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.860214640302662,19153,localstack/9,localstack,9,2,8,0,41464,4057,0.00528,44.39
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.860214640302662,19153,localstack/9,localstack,9,3,7,0,31418,1690,0.003127,22.88
0.8,1,0.6667,1.0,all_tools,voluntary,gpt_oss_120b,11.189312196300184,72353,pandas/26,pandas,26,1,30,0,597076,6274,0.029599,88.43
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,11.189312196300184,72353,pandas/26,pandas,26,2,30,1,334201,3743,0.014012,43.93
0.8,1,0.6667,1.0,all_tools,voluntary,gpt_oss_120b,11.189312196300184,72353,pandas/26,pandas,26,3,16,0,279732,6813,0.017827,84.09
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,11.270446177349276,78468,pandas/35,pandas,35,1,13,0,193922,3538,0.013162,42.97
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,11.270446177349276,78468,pandas/35,pandas,35,2,16,0,234573,3311,0.016266,45.86
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,11.270446177349276,78468,pandas/35,pandas,35,3,17,0,187500,3274,0.009952,53.9
0.6667,0,1.0,0.5,all_tools,voluntary,gpt_oss_120b,12.08721590866289,177587,pandas/38,pandas,38,1,5,0,19684,1002,0.002148,10.61
0.6667,0,1.0,0.5,all_tools,voluntary,gpt_oss_120b,12.08721590866289,177587,pandas/38,pandas,38,2,5,0,39663,991,0.003902,11.44
0.6667,0,1.0,0.5,all_tools,voluntary,gpt_oss_120b,12.08721590866289,177587,pandas/38,pandas,38,3,10,0,44691,2529,0.00406,31.4
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,10.883015959814806,53264,pandas/44,pandas,44,1,5,0,21386,1274,0.00224,11.62
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,10.883015959814806,53264,pandas/44,pandas,44,2,4,0,24205,1320,0.002781,14.44
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,10.883015959814806,53264,pandas/44,pandas,44,3,1,0,3872,440,0.000576,5.31
0.5,0,1.0,0.3333,all_tools,voluntary,gpt_oss_120b,9.346705246496699,11461,requests/12,requests,12,1,13,0,77113,2432,0.005982,25.0
0.8,0,1.0,0.6667,all_tools,voluntary,gpt_oss_120b,9.346705246496699,11461,requests/12,requests,12,2,21,0,102480,4206,0.007397,37.85
0.5,0,1.0,0.3333,all_tools,voluntary,gpt_oss_120b,9.346705246496699,11461,requests/12,requests,12,3,17,0,93322,3680,0.006642,40.0
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.348274558065496,11479,requests/13,requests,13,1,10,0,58370,2894,0.005234,31.5
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.348274558065496,11479,requests/13,requests,13,2,10,0,46629,3102,0.003841,33.52
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.348274558065496,11479,requests/13,requests,13,3,7,0,36229,1435,0.003424,15.66
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,7.958576903813898,2860,requests/7,requests,7,1,5,0,16868,717,0.001581,8.19
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,7.958576903813898,2860,requests/7,requests,7,2,9,0,27955,4467,0.003839,45.97
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,7.958576903813898,2860,requests/7,requests,7,3,10,0,51403,3531,0.004417,28.48
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,10.031000872835088,22720,rich/1,rich,1,1,5,0,16578,804,0.001469,10.15
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,10.031000872835088,22720,rich/1,rich,1,2,9,0,36321,1630,0.003058,17.58
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,10.031000872835088,22720,rich/1,rich,1,3,14,0,66613,2515,0.004995,26.42
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,10.051648903516648,23194,rich/12,rich,12,1,6,0,31302,1050,0.002915,11.71
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,10.051648903516648,23194,rich/12,rich,12,2,6,0,28634,1197,0.002571,14.76
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,10.051648903516648,23194,rich/12,rich,12,3,8,0,59262,2160,0.004772,22.59
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,10.039939675671627,22924,rich/8,rich,8,1,12,0,82556,2641,0.006624,22.65
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,10.039939675671627,22924,rich/8,rich,8,2,7,0,37672,1174,0.003807,12.16
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,10.039939675671627,22924,rich/8,rich,8,3,6,0,35364,1092,0.003643,15.93
0.6667,0,1.0,0.5,all_tools,voluntary,gpt_oss_120b,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,1,6,0,29343,1192,0.002928,10.96
0.6667,0,1.0,0.5,all_tools,voluntary,gpt_oss_120b,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,2,16,0,60458,2389,0.004448,25.55
0.6667,0,1.0,0.5,all_tools,voluntary,gpt_oss_120b,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,3,9,0,51661,1525,0.004496,16.39
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,11.55076060327325,103856,scikit-learn/49,scikit-learn,49,1,19,0,267041,2872,0.015702,40.22
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,11.55076060327325,103856,scikit-learn/49,scikit-learn,49,2,12,0,271863,4064,0.019474,74.09
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,11.55076060327325,103856,scikit-learn/49,scikit-learn,49,3,9,0,213273,1888,0.015687,28.62
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,11.525654110946952,101281,scikit-learn/5,scikit-learn,5,1,10,0,62132,3197,0.00605,31.08
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,11.525654110946952,101281,scikit-learn/5,scikit-learn,5,2,12,0,77925,4262,0.005873,39.02
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,11.525654110946952,101281,scikit-learn/5,scikit-learn,5,3,10,0,55914,6681,0.007507,87.76
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.796458979777604,17970,scrapy/20,scrapy,20,1,9,0,58389,1532,0.005111,15.42
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.796458979777604,17970,scrapy/20,scrapy,20,2,26,0,344656,6703,0.016906,84.28
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.796458979777604,17970,scrapy/20,scrapy,20,3,18,0,169724,4301,0.008543,65.1
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.655026193237628,15600,scrapy/26,scrapy,26,1,18,0,119748,2489,0.007077,28.9
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.655026193237628,15600,scrapy/26,scrapy,26,2,21,0,147110,3569,0.009041,48.72
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.655026193237628,15600,scrapy/26,scrapy,26,3,19,0,116726,2302,0.006663,38.35
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,9.73477299914839,16895,scrapy/48,scrapy,48,1,11,0,50978,1725,0.004363,20.5
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,9.73477299914839,16895,scrapy/48,scrapy,48,2,22,0,132742,4415,0.007666,40.36
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,9.73477299914839,16895,scrapy/48,scrapy,48,3,11,0,41883,1448,0.003234,22.94
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.961803629358965,21201,stable-diffusion-webui/0,stable-diffusion-webui,0,1,10,0,162633,2523,0.008583,30.91
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.961803629358965,21201,stable-diffusion-webui/0,stable-diffusion-webui,0,2,2,0,25183,243,0.002105,7.59
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.961803629358965,21201,stable-diffusion-webui/0,stable-diffusion-webui,0,3,5,0,78250,929,0.006907,10.74
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.908425341565751,20099,stable-diffusion-webui/13,stable-diffusion-webui,13,1,25,0,362361,4911,0.016286,59.05
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.908425341565751,20099,stable-diffusion-webui/13,stable-diffusion-webui,13,2,21,0,317903,4155,0.015257,59.13
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,9.908425341565751,20099,stable-diffusion-webui/13,stable-diffusion-webui,13,3,19,0,256811,3441,0.012691,41.8
0.6667,0,1.0,0.5,all_tools,voluntary,gpt_oss_120b,10.028797743501574,22670,stable-diffusion-webui/5,stable-diffusion-webui,5,1,27,0,241076,5811,0.011868,75.92
0.6667,0,1.0,0.5,all_tools,voluntary,gpt_oss_120b,10.028797743501574,22670,stable-diffusion-webui/5,stable-diffusion-webui,5,2,30,1,369044,4298,0.014053,58.78
0.6667,0,1.0,0.5,all_tools,voluntary,gpt_oss_120b,10.028797743501574,22670,stable-diffusion-webui/5,stable-diffusion-webui,5,3,15,0,96286,2395,0.006475,39.86
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,8.483636407887394,4835,thefuck/10,thefuck,10,1,10,0,27457,2245,0.002856,24.97
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,8.483636407887394,4835,thefuck/10,thefuck,10,2,12,0,45265,4290,0.004855,31.26
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,8.483636407887394,4835,thefuck/10,thefuck,10,3,10,0,34261,3745,0.004352,29.79
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,8.270781013162674,3908,thefuck/20,thefuck,20,1,12,0,35953,3060,0.003546,27.3
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,8.270781013162674,3908,thefuck/20,thefuck,20,2,21,0,107867,7281,0.009016,62.36
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,8.270781013162674,3908,thefuck/20,thefuck,20,3,17,0,100806,6327,0.008316,49.28
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,7.822845290279774,2497,thefuck/5,thefuck,5,1,9,0,29724,2579,0.003494,20.22
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,7.822845290279774,2497,thefuck/5,thefuck,5,2,1,0,2516,537,0.000441,4.1
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,7.822845290279774,2497,thefuck/5,thefuck,5,3,13,0,52080,2890,0.004475,39.78
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,12.430331574579306,250279,transformers/25,transformers,25,1,7,0,29088,1623,0.002743,12.42
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,12.430331574579306,250279,transformers/25,transformers,25,2,4,0,10539,851,0.001147,12.38
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,12.430331574579306,250279,transformers/25,transformers,25,3,10,0,42556,2673,0.004577,21.5
0.1538,0,1.0,0.0833,all_tools,voluntary,gpt_oss_120b,12.407424472605875,244611,transformers/27,transformers,27,1,8,0,61478,1354,0.006648,12.0
0.1538,0,1.0,0.0833,all_tools,voluntary,gpt_oss_120b,12.407424472605875,244611,transformers/27,transformers,27,2,7,0,65050,1451,0.004165,14.85
0.1538,0,1.0,0.0833,all_tools,voluntary,gpt_oss_120b,12.407424472605875,244611,transformers/27,transformers,27,3,4,0,17180,464,0.00169,8.26
0.75,0,1.0,0.6,all_tools,voluntary,gpt_oss_120b,11.587420505060633,107734,transformers/5,transformers,5,1,17,0,198198,5551,0.012443,60.22
0.75,0,1.0,0.6,all_tools,voluntary,gpt_oss_120b,11.587420505060633,107734,transformers/5,transformers,5,2,17,0,261692,4527,0.014828,62.09
0.5714,0,1.0,0.4,all_tools,voluntary,gpt_oss_120b,11.587420505060633,107734,transformers/5,transformers,5,3,17,0,236278,3566,0.014519,50.74
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,1,17,0,97956,4796,0.006654,48.76
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,2,4,0,13255,905,0.001571,7.53
1.0,1,1.0,1.0,all_tools,voluntary,gpt_oss_120b,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,3,6,0,22126,1847,0.002497,18.73
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,1,1,0,5446,557,0.000971,6.13
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,2,11,0,185431,5456,0.012903,64.41
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,3,12,0,188922,5497,0.014072,68.03
0.5,0,0.5,0.5,all_tools,voluntary,gpt_oss_120b,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,1,18,0,134119,4790,0.008547,52.09
0.0,0,0.0,0.0,all_tools,voluntary,gpt_oss_120b,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,2,19,0,273200,5268,0.015792,62.12
0.6667,0,1.0,0.5,all_tools,voluntary,gpt_oss_120b,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,3,13,0,165851,3448,0.010373,37.37
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,12.068688124847148,174327,core/16,core,16,1,10,0,118263,6301,0.004166,49.5
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,12.068688124847148,174327,core/16,core,16,2,17,0,439905,18835,0.010049,188.05
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,12.068688124847148,174327,core/16,core,16,3,12,0,206530,15197,0.007143,132.17
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,11.506545154005941,99364,core/20,core,20,1,4,0,27518,2079,0.001484,19.13
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,11.506545154005941,99364,core/20,core,20,2,25,0,428221,8678,0.006605,92.54
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,11.506545154005941,99364,core/20,core,20,3,20,0,181070,6466,0.003417,71.31
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,8.579980179515003,5324,fastapi/17,fastapi,17,1,30,1,336895,13567,0.007938,129.47
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,8.579980179515003,5324,fastapi/17,fastapi,17,2,30,1,557892,20864,0.011962,180.15
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,8.579980179515003,5324,fastapi/17,fastapi,17,3,30,1,524208,24872,0.01304,227.93
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,8.518991573357617,5009,fastapi/20,fastapi,20,1,30,1,472703,7487,0.008548,93.5
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,8.518991573357617,5009,fastapi/20,fastapi,20,2,30,1,642126,11027,0.01243,141.21
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,8.518991573357617,5009,fastapi/20,fastapi,20,3,30,1,338748,8444,0.006675,103.82
0.5,0,1.0,0.3333,all_tools,voluntary,deepseek_flash,8.482187582217422,4828,fastapi/9,fastapi,9,1,21,0,166485,3671,0.002788,47.91
0.5,0,1.0,0.3333,all_tools,voluntary,deepseek_flash,8.482187582217422,4828,fastapi/9,fastapi,9,2,17,0,122204,2599,0.002171,35.76
0.5,0,1.0,0.3333,all_tools,voluntary,deepseek_flash,8.482187582217422,4828,fastapi/9,fastapi,9,3,9,0,113750,3514,0.002983,40.58
0.6667,0,1.0,0.5,all_tools,voluntary,deepseek_flash,8.808369153122275,6690,flask/18,flask,18,1,12,0,132794,2237,0.002973,27.0
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,8.808369153122275,6690,flask/18,flask,18,2,14,0,157751,2973,0.003178,35.84
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,8.808369153122275,6690,flask/18,flask,18,3,12,0,57489,2540,0.001559,30.19
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,8.899457906353966,7328,flask/3,flask,3,1,30,1,244424,12010,0.006709,135.54
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,8.899457906353966,7328,flask/3,flask,3,2,30,1,272749,6440,0.006603,91.73
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,8.899457906353966,7328,flask/3,flask,3,3,30,1,437029,9808,0.010666,116.0
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,8.827468112520654,6819,flask/6,flask,6,1,9,0,158351,11993,0.00577,90.71
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,8.827468112520654,6819,flask/6,flask,6,2,8,0,67961,6426,0.002919,52.93
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,8.827468112520654,6819,flask/6,flask,6,3,14,0,92971,5608,0.002644,49.92
0.5,1,0.3333,1.0,all_tools,voluntary,deepseek_flash,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,1,9,0,93335,2748,0.003176,31.07
0.5,1,0.3333,1.0,all_tools,voluntary,deepseek_flash,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,2,9,0,64330,3072,0.002719,31.84
0.5,1,0.3333,1.0,all_tools,voluntary,deepseek_flash,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,3,15,0,159028,4073,0.00428,46.14
0.4,0,1.0,0.25,all_tools,voluntary,deepseek_flash,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,1,19,0,170133,5815,0.003442,61.3
0.4,0,1.0,0.25,all_tools,voluntary,deepseek_flash,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,2,15,0,111562,6176,0.003474,60.39
0.6667,0,1.0,0.5,all_tools,voluntary,deepseek_flash,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,3,11,0,102588,6888,0.003506,64.28
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,1,30,1,735069,23395,0.017964,235.06
0.5,1,0.3333,1.0,all_tools,voluntary,deepseek_flash,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,2,25,0,545957,32078,0.012974,311.54
0.5,1,0.3333,1.0,all_tools,voluntary,deepseek_flash,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,3,19,0,491741,26064,0.011901,256.33
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,10.196231790580173,26802,keras/12,keras,12,1,14,0,145810,7240,0.004159,75.0
0.2857,0,0.5,0.2,all_tools,voluntary,deepseek_flash,10.196231790580173,26802,keras/12,keras,12,2,11,0,107385,5352,0.003502,58.28
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,10.196231790580173,26802,keras/12,keras,12,3,11,0,69365,4060,0.002172,45.01
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,10.349134450277123,31230,keras/5,keras,5,1,30,1,812159,26475,0.018872,215.82
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,10.349134450277123,31230,keras/5,keras,5,2,30,1,412598,10716,0.009063,106.37
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,10.349134450277123,31230,keras/5,keras,5,3,30,1,553397,19287,0.012577,172.65
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,10.444153492313001,34343,keras/9,keras,9,1,20,0,324952,15131,0.006897,141.62
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,10.444153492313001,34343,keras/9,keras,9,2,13,0,121451,6190,0.003704,57.65
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,10.444153492313001,34343,keras/9,keras,9,3,11,0,133605,7073,0.004019,68.02
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,9.61953186182516,15056,localstack/19,localstack,19,1,14,0,80797,2203,0.001795,26.38
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,9.61953186182516,15056,localstack/19,localstack,19,2,17,0,117078,2124,0.00262,30.87
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,9.61953186182516,15056,localstack/19,localstack,19,3,25,0,326937,5652,0.004855,74.5
0.6667,1,0.5,1.0,all_tools,voluntary,deepseek_flash,10.563155506021905,38683,localstack/2,localstack,2,1,30,1,516270,7802,0.009274,90.68
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,10.563155506021905,38683,localstack/2,localstack,2,2,30,1,446003,5598,0.006968,74.4
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,10.563155506021905,38683,localstack/2,localstack,2,3,30,1,768065,13744,0.013577,156.92
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,9.860214640302662,19153,localstack/9,localstack,9,1,23,0,403249,18090,0.008677,170.39
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,9.860214640302662,19153,localstack/9,localstack,9,2,30,1,547648,31427,0.01489,281.08
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,9.860214640302662,19153,localstack/9,localstack,9,3,30,1,612280,27533,0.014331,244.93
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,11.189312196300184,72353,pandas/26,pandas,26,1,30,1,302146,3674,0.005203,51.45
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,11.189312196300184,72353,pandas/26,pandas,26,2,30,1,374106,4441,0.00694,68.74
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,11.189312196300184,72353,pandas/26,pandas,26,3,30,1,340318,4272,0.006359,60.18
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,11.270446177349276,78468,pandas/35,pandas,35,1,30,1,263219,6448,0.005956,74.1
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,11.270446177349276,78468,pandas/35,pandas,35,2,30,1,337654,7754,0.007435,83.3
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,11.270446177349276,78468,pandas/35,pandas,35,3,30,1,523059,9449,0.009948,100.01
0.5,0,0.5,0.5,all_tools,voluntary,deepseek_flash,12.08721590866289,177587,pandas/38,pandas,38,1,28,0,553069,6906,0.01061,80.27
0.6667,0,1.0,0.5,all_tools,voluntary,deepseek_flash,12.08721590866289,177587,pandas/38,pandas,38,2,29,0,792258,12363,0.013644,126.58
0.5,0,0.5,0.5,all_tools,voluntary,deepseek_flash,12.08721590866289,177587,pandas/38,pandas,38,3,30,1,482654,5749,0.008278,78.57
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,10.883015959814806,53264,pandas/44,pandas,44,1,30,1,516150,9293,0.009727,106.51
0.5,0,0.5,0.5,all_tools,voluntary,deepseek_flash,10.883015959814806,53264,pandas/44,pandas,44,2,30,1,279206,9976,0.006127,105.5
0.0,0,0.0,0.0,all_tools,voluntary,deepseek_flash,10.883015959814806,53264,pandas/44,pandas,44,3,30,0,658180,10053,0.012789,122.02
0.8,0,1.0,0.6667,all_tools,voluntary,deepseek_flash,9.346705246496699,11461,requests/12,requests,12,1,15,0,123131,2665,0.002425,34.8
0.8,0,1.0,0.6667,all_tools,voluntary,deepseek_flash,9.346705246496699,11461,requests/12,requests,12,2,12,0,93646,2442,0.002326,31.51
0.8,0,1.0,0.6667,all_tools,voluntary,deepseek_flash,9.346705246496699,11461,requests/12,requests,12,3,13,0,117380,4343,0.003249,47.0
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,9.348274558065496,11479,requests/13,requests,13,1,28,0,381978,16005,0.010121,141.97
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,9.348274558065496,11479,requests/13,requests,13,2,27,0,370930,16360,0.009182,147.62
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,9.348274558065496,11479,requests/13,requests,13,3,18,0,330814,14452,0.007352,122.96
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,7.958576903813898,2860,requests/7,requests,7,1,11,0,55566,4520,0.001968,47.25
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,7.958576903813898,2860,requests/7,requests,7,2,10,0,78418,6314,0.002701,59.58
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,7.958576903813898,2860,requests/7,requests,7,3,9,0,75685,6698,0.002848,70.58
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,10.031000872835088,22720,rich/1,rich,1,1,6,0,24381,1203,0.0008,12.55
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,10.031000872835088,22720,rich/1,rich,1,2,5,0,18600,1063,0.000636,11.75
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,10.031000872835088,22720,rich/1,rich,1,3,7,0,28896,1141,0.000835,15.79
0.6667,0,1.0,0.5,all_tools,voluntary,deepseek_flash,10.051648903516648,23194,rich/12,rich,12,1,30,1,1095647,46131,0.024322,422.58
0.6667,0,1.0,0.5,all_tools,voluntary,deepseek_flash,10.051648903516648,23194,rich/12,rich,12,2,24,0,475062,17769,0.009702,183.95
0.4,0,1.0,0.25,all_tools,voluntary,deepseek_flash,10.051648903516648,23194,rich/12,rich,12,3,30,1,436694,13863,0.009981,137.6
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,10.039939675671627,22924,rich/8,rich,8,1,9,0,73091,2213,0.002107,21.9
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,10.039939675671627,22924,rich/8,rich,8,2,9,0,67789,1412,0.001685,17.09
1.0,1,1.0,1.0,all_tools,voluntary,deepseek_flash,10.039939675671627,22924,rich/8,rich,8,3,8,0,59743,1900,0.001784,22.32
0.6667,0,1.0,0.5,all_tools,voluntary,deepseek_flash,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,1,11,0,51891,1978,0.001496,23.05
0.6667,0,1.0,0.5,all_tools,voluntary,deepseek_flash,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,2,17,0,98214,2805,0.001803,34.3
0.6667,0,1.0,0.5,all_tools,voluntary,deepseek_flash,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,3,30,1,288621,4450,0.006424,65.81
